,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Year,Month,Days,Week,City,Total Revenue
20950,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 19:40:00,"631 Cedar St, San Francisco, CA 94016",2019,8,19,34,San Francisco,14.949999809265137
20965,Flatscreen TV,1.0,300.0,2019-08-19 13:41:00,"842 Spruce St, Portland, OR 97035",2019,8,19,34,Portland,300.0
20968,20in Monitor,1.0,109.98999786376952,2019-08-19 14:41:00,"926 Adams St, Austin, TX 73301",2019,8,19,34,Austin,109.98999786376952
20992,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 16:37:00,"817 Forest St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,99.98999786376952
21013,AA Batteries (4-pack),4.0,2.990000009536743,2019-08-19 14:17:00,"600 Park St, Dallas, TX 75001",2019,8,19,34,Dallas,11.960000038146973
21014,27in 4K Gaming Monitor,1.0,389.989990234375,2019-08-19 18:57:00,"550 5th St, Seattle, WA 98101",2019,8,19,34,Seattle,389.989990234375
21077,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 21:08:00,"751 5th St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,3.839999914169312
21110,27in FHD Monitor,1.0,149.99000549316406,2019-08-19 13:13:00,"228 Hickory St, New York City, NY 10001",2019,8,19,34,New York City,149.99000549316406
21129,Apple Airpods Headphones,1.0,150.0,2019-08-19 13:01:00,"910 Willow St, Seattle, WA 98101",2019,8,19,34,Seattle,150.0
21159,Macbook Pro Laptop,1.0,1700.0,2019-08-19 23:43:00,"810 Washington St, Dallas, TX 75001",2019,8,19,34,Dallas,1700.0
21201,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 22:32:00,"829 Johnson St, San Francisco, CA 94016",2019,8,19,34,San Francisco,3.839999914169312
21229,Apple Airpods Headphones,1.0,150.0,2019-08-19 20:07:00,"476 13th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,150.0
21249,iPhone,1.0,700.0,2019-08-19 18:14:00,"2 Maple St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,700.0
21272,Wired Headphones,1.0,11.989999771118164,2019-08-19 19:04:00,"729 River St, San Francisco, CA 94016",2019,8,19,34,San Francisco,11.989999771118164
21283,Flatscreen TV,1.0,300.0,2019-08-19 12:35:00,"284 Main St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,300.0
21416,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 20:50:00,"811 13th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,14.949999809265137
21494,27in FHD Monitor,1.0,149.99000549316406,2019-08-19 09:07:00,"294 7th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,149.99000549316406
21505,34in Ultrawide Monitor,1.0,379.989990234375,2019-08-19 18:46:00,"911 Lincoln St, San Francisco, CA 94016",2019,8,19,34,San Francisco,379.989990234375
21539,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 23:22:00,"832 10th St, Seattle, WA 98101",2019,8,19,34,Seattle,11.949999809265137
21550,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 20:20:00,"748 1st St, Austin, TX 73301",2019,8,19,34,Austin,11.949999809265137
21559,AA Batteries (4-pack),2.0,2.990000009536743,2019-08-19 20:21:00,"431 Sunset St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,5.980000019073486
21650,Wired Headphones,1.0,11.989999771118164,2019-08-19 10:34:00,"919 4th St, Dallas, TX 75001",2019,8,19,34,Dallas,11.989999771118164
21721,Wired Headphones,1.0,11.989999771118164,2019-08-19 11:42:00,"708 Meadow St, New York City, NY 10001",2019,8,19,34,New York City,11.989999771118164
21745,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 12:45:00,"746 Jackson St, Portland, OR 97035",2019,8,19,34,Portland,11.949999809265137
21790,27in FHD Monitor,1.0,149.99000549316406,2019-08-19 18:43:00,"755 Sunset St, New York City, NY 10001",2019,8,19,34,New York City,149.99000549316406
21835,27in 4K Gaming Monitor,1.0,389.989990234375,2019-08-19 13:04:00,"82 Hill St, Boston, MA 02215",2019,8,19,34,Boston,389.989990234375
21881,27in FHD Monitor,1.0,149.99000549316406,2019-08-19 15:36:00,"736 12th St, Dallas, TX 75001",2019,8,19,34,Dallas,149.99000549316406
21933,Macbook Pro Laptop,1.0,1700.0,2019-08-19 11:38:00,"532 Cedar St, Austin, TX 73301",2019,8,19,34,Austin,1700.0
21952,Wired Headphones,2.0,11.989999771118164,2019-08-19 18:34:00,"507 Willow St, Boston, MA 02215",2019,8,19,34,Boston,23.979999542236328
21953,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 18:34:00,"507 Willow St, Boston, MA 02215",2019,8,19,34,Boston,3.839999914169312
21997,Vareebadd Phone,1.0,400.0,2019-08-19 08:58:00,"824 Sunset St, Atlanta, GA 30301",2019,8,19,34,Atlanta,400.0
22023,AA Batteries (4-pack),4.0,2.990000009536743,2019-08-19 21:32:00,"610 11th St, Dallas, TX 75001",2019,8,19,34,Dallas,11.960000038146973
22063,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 09:14:00,"308 Ridge St, New York City, NY 10001",2019,8,19,34,New York City,11.949999809265137
22097,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 14:22:00,"221 Lincoln St, Boston, MA 02215",2019,8,19,34,Boston,14.949999809265137
22154,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 12:09:00,"255 Cedar St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,11.949999809265137
22185,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 17:22:00,"73 Jefferson St, San Francisco, CA 94016",2019,8,19,34,San Francisco,2.990000009536743
22189,AA Batteries (4-pack),2.0,2.990000009536743,2019-08-19 18:02:00,"918 Lakeview St, Atlanta, GA 30301",2019,8,19,34,Atlanta,5.980000019073486
22303,34in Ultrawide Monitor,1.0,379.989990234375,2019-08-19 12:17:00,"464 South St, Seattle, WA 98101",2019,8,19,34,Seattle,379.989990234375
22319,34in Ultrawide Monitor,1.0,379.989990234375,2019-08-19 09:32:00,"112 6th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,379.989990234375
22337,Wired Headphones,2.0,11.989999771118164,2019-08-19 16:12:00,"402 10th St, Boston, MA 02215",2019,8,19,34,Boston,23.979999542236328
22377,27in 4K Gaming Monitor,1.0,389.989990234375,2019-08-19 12:51:00,"225 Willow St, Dallas, TX 75001",2019,8,19,34,Dallas,389.989990234375
22378,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 12:51:00,"225 Willow St, Dallas, TX 75001",2019,8,19,34,Dallas,11.949999809265137
22430,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 10:47:00,"562 4th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,11.949999809265137
22510,Wired Headphones,1.0,11.989999771118164,2019-08-19 16:27:00,"563 7th St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,11.989999771118164
22571,AA Batteries (4-pack),2.0,3.839999914169312,2019-08-19 11:08:00,"495 Ridge St, Boston, MA 02215",2019,8,19,34,Boston,7.679999828338624
22573,AA Batteries (4-pack),5.0,3.839999914169312,2019-08-19 11:05:00,"490 Wilson St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,19.19999957084656
22653,AA Batteries (4-pack),2.0,2.990000009536743,2019-08-19 12:55:00,"576 Forest St, Portland, OR 97035",2019,8,19,34,Portland,5.980000019073486
22654,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 13:38:00,"78 Madison St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,2.990000009536743
22704,27in FHD Monitor,1.0,149.99000549316406,2019-08-19 05:51:00,"855 Maple St, Atlanta, GA 30301",2019,8,19,34,Atlanta,149.99000549316406
22747,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 19:38:00,"232 2nd St, New York City, NY 10001",2019,8,19,34,New York City,14.949999809265137
22830,Wired Headphones,1.0,11.989999771118164,2019-08-19 14:49:00,"410 Maple St, Seattle, WA 98101",2019,8,19,34,Seattle,11.989999771118164
22834,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 15:29:00,"797 6th St, New York City, NY 10001",2019,8,19,34,New York City,2.990000009536743
22847,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 11:03:00,"961 2nd St, Austin, TX 73301",2019,8,19,34,Austin,99.98999786376952
22869,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 12:04:00,"919 Jefferson St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,99.98999786376952
22891,Macbook Pro Laptop,1.0,1700.0,2019-08-19 20:26:00,"605 Madison St, Seattle, WA 98101",2019,8,19,34,Seattle,1700.0
22976,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 13:38:00,"563 Church St, Atlanta, GA 30301",2019,8,19,34,Atlanta,11.949999809265137
22980,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 22:20:00,"293 Lakeview St, San Francisco, CA 94016",2019,8,19,34,San Francisco,14.949999809265137
22981,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 22:20:00,"293 Lakeview St, San Francisco, CA 94016",2019,8,19,34,San Francisco,3.839999914169312
23007,34in Ultrawide Monitor,1.0,379.989990234375,2019-08-19 08:11:00,"961 Lake St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,379.989990234375
23065,AA Batteries (4-pack),2.0,2.990000009536743,2019-08-19 20:24:00,"921 6th St, Austin, TX 73301",2019,8,19,34,Austin,5.980000019073486
23198,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 16:28:00,"949 Willow St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,11.949999809265137
23392,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 21:14:00,"749 Main St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,14.949999809265137
23452,ThinkPad Laptop,1.0,999.989990234375,2019-08-19 15:22:00,"58 West St, San Francisco, CA 94016",2019,8,19,34,San Francisco,999.989990234375
23479,Macbook Pro Laptop,1.0,1700.0,2019-08-19 08:22:00,"503 Hickory St, Dallas, TX 75001",2019,8,19,34,Dallas,1700.0
23521,Wired Headphones,1.0,11.989999771118164,2019-08-19 19:37:00,"374 Center St, Boston, MA 02215",2019,8,19,34,Boston,11.989999771118164
23527,Apple Airpods Headphones,1.0,150.0,2019-08-19 16:26:00,"421 Washington St, New York City, NY 10001",2019,8,19,34,New York City,150.0
23608,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 09:32:00,"129 14th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,3.839999914169312
23617,Apple Airpods Headphones,1.0,150.0,2019-08-19 23:19:00,"902 Sunset St, New York City, NY 10001",2019,8,19,34,New York City,150.0
23637,Wired Headphones,1.0,11.989999771118164,2019-08-19 22:37:00,"735 Lake St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,11.989999771118164
23656,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 22:22:00,"242 Forest St, New York City, NY 10001",2019,8,19,34,New York City,14.949999809265137
23703,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 08:10:00,"16 6th St, Atlanta, GA 30301",2019,8,19,34,Atlanta,99.98999786376952
23706,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 10:07:00,"533 7th St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,99.98999786376952
23749,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 21:07:00,"793 12th St, Dallas, TX 75001",2019,8,19,34,Dallas,14.949999809265137
23752,20in Monitor,1.0,109.98999786376952,2019-08-19 12:17:00,"430 Walnut St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,109.98999786376952
23795,Google Phone,1.0,600.0,2019-08-19 14:52:00,"591 14th St, New York City, NY 10001",2019,8,19,34,New York City,600.0
23801,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 18:49:00,"613 Lakeview St, Portland, OR 97035",2019,8,19,34,Portland,11.949999809265137
23822,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 11:46:00,"343 14th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,14.949999809265137
23901,27in FHD Monitor,1.0,149.99000549316406,2019-08-19 23:21:00,"403 Pine St, Seattle, WA 98101",2019,8,19,34,Seattle,149.99000549316406
23947,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 08:00:00,"891 5th St, New York City, NY 10001",2019,8,19,34,New York City,99.98999786376952
23958,Apple Airpods Headphones,1.0,150.0,2019-08-19 12:54:00,"807 1st St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,150.0
23973,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 12:23:00,"154 North St, Boston, MA 02215",2019,8,19,34,Boston,99.98999786376952
23975,27in FHD Monitor,1.0,149.99000549316406,2019-08-19 10:17:00,"945 11th St, New York City, NY 10001",2019,8,19,34,New York City,149.99000549316406
23979,Google Phone,1.0,600.0,2019-08-19 18:49:00,"714 Wilson St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,600.0
23987,ThinkPad Laptop,1.0,999.989990234375,2019-08-19 10:20:00,"341 14th St, Atlanta, GA 30301",2019,8,19,34,Atlanta,999.989990234375
23994,ThinkPad Laptop,1.0,999.989990234375,2019-08-19 16:59:00,"230 Center St, Atlanta, GA 30301",2019,8,19,34,Atlanta,999.989990234375
24010,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 13:11:00,"881 Chestnut St, Boston, MA 02215",2019,8,19,34,Boston,2.990000009536743
24088,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 12:24:00,"898 Highland St, Austin, TX 73301",2019,8,19,34,Austin,2.990000009536743
24112,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 03:33:00,"392 Lincoln St, Atlanta, GA 30301",2019,8,19,34,Atlanta,99.98999786376952
24131,20in Monitor,1.0,109.98999786376952,2019-08-19 14:06:00,"112 Sunset St, New York City, NY 10001",2019,8,19,34,New York City,109.98999786376952
24133,Vareebadd Phone,1.0,400.0,2019-08-19 12:11:00,"389 2nd St, San Francisco, CA 94016",2019,8,19,34,San Francisco,400.0
24134,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 12:11:00,"389 2nd St, San Francisco, CA 94016",2019,8,19,34,San Francisco,11.949999809265137
24160,20in Monitor,1.0,109.98999786376952,2019-08-19 20:52:00,"161 Willow St, Austin, TX 73301",2019,8,19,34,Austin,109.98999786376952
24182,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 18:08:00,"209 West St, New York City, NY 10001",2019,8,19,34,New York City,14.949999809265137
24265,Apple Airpods Headphones,1.0,150.0,2019-08-19 14:33:00,"877 Elm St, Atlanta, GA 30301",2019,8,19,34,Atlanta,150.0
24275,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 12:44:00,"436 14th St, New York City, NY 10001",2019,8,19,34,New York City,11.949999809265137
24289,34in Ultrawide Monitor,1.0,379.989990234375,2019-08-19 19:52:00,"627 Spruce St, Boston, MA 02215",2019,8,19,34,Boston,379.989990234375
24290,ThinkPad Laptop,1.0,999.989990234375,2019-08-19 19:52:00,"627 Spruce St, Boston, MA 02215",2019,8,19,34,Boston,999.989990234375
24318,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 19:46:00,"18 Jefferson St, San Francisco, CA 94016",2019,8,19,34,San Francisco,2.990000009536743
24336,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 15:58:00,"478 Wilson St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,99.98999786376952
24356,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 13:22:00,"866 Walnut St, Seattle, WA 98101",2019,8,19,34,Seattle,3.839999914169312
24395,AA Batteries (4-pack),2.0,3.839999914169312,2019-08-19 11:14:00,"707 Forest St, San Francisco, CA 94016",2019,8,19,34,San Francisco,7.679999828338624
24453,Apple Airpods Headphones,1.0,150.0,2019-08-19 13:54:00,"745 Washington St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,150.0
24471,AA Batteries (4-pack),3.0,2.990000009536743,2019-08-19 21:44:00,"819 14th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,8.97000002861023
24484,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 20:55:00,"541 River St, Austin, TX 73301",2019,8,19,34,Austin,14.949999809265137
24540,Apple Airpods Headphones,1.0,150.0,2019-08-19 01:01:00,"792 Willow St, New York City, NY 10001",2019,8,19,34,New York City,150.0
24541,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 20:58:00,"958 Meadow St, Seattle, WA 98101",2019,8,19,34,Seattle,2.990000009536743
24548,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 22:56:00,"302 North St, San Francisco, CA 94016",2019,8,19,34,San Francisco,2.990000009536743
24605,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 15:26:00,"166 West St, New York City, NY 10001",2019,8,19,34,New York City,99.98999786376952
24619,20in Monitor,1.0,109.98999786376952,2019-08-19 14:11:00,"817 Adams St, Dallas, TX 75001",2019,8,19,34,Dallas,109.98999786376952
24621,AA Batteries (4-pack),3.0,2.990000009536743,2019-08-19 19:52:00,"824 Johnson St, Boston, MA 02215",2019,8,19,34,Boston,8.97000002861023
24646,Apple Airpods Headphones,1.0,150.0,2019-08-19 23:08:00,"107 Spruce St, Boston, MA 02215",2019,8,19,34,Boston,150.0
24648,Apple Airpods Headphones,1.0,150.0,2019-08-19 04:10:00,"28 Adams St, San Francisco, CA 94016",2019,8,19,34,San Francisco,150.0
24672,USB-C Charging Cable,2.0,11.949999809265137,2019-08-19 22:43:00,"287 Jefferson St, New York City, NY 10001",2019,8,19,34,New York City,23.899999618530273
24675,Apple Airpods Headphones,2.0,150.0,2019-08-19 06:57:00,"812 Ridge St, Seattle, WA 98101",2019,8,19,34,Seattle,300.0
24715,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 01:52:00,"493 13th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,14.949999809265137
24732,34in Ultrawide Monitor,1.0,379.989990234375,2019-08-19 10:35:00,"742 Highland St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,379.989990234375
24757,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 14:01:00,"315 Johnson St, New York City, NY 10001",2019,8,19,34,New York City,11.949999809265137
24764,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 11:31:00,"199 Hill St, Boston, MA 02215",2019,8,19,34,Boston,11.949999809265137
24765,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 21:30:00,"611 Johnson St, Dallas, TX 75001",2019,8,19,34,Dallas,14.949999809265137
24849,AA Batteries (4-pack),2.0,2.990000009536743,2019-08-19 14:33:00,"932 Walnut St, Atlanta, GA 30301",2019,8,19,34,Atlanta,5.980000019073486
24903,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 18:01:00,"894 Wilson St, Boston, MA 02215",2019,8,19,34,Boston,2.990000009536743
24920,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 08:26:00,"967 Hickory St, Boston, MA 02215",2019,8,19,34,Boston,2.990000009536743
24929,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 08:46:00,"47 4th St, Austin, TX 73301",2019,8,19,34,Austin,11.949999809265137
24946,Flatscreen TV,1.0,300.0,2019-08-19 12:35:00,"379 Church St, San Francisco, CA 94016",2019,8,19,34,San Francisco,300.0
24949,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 19:43:00,"930 1st St, Atlanta, GA 30301",2019,8,19,34,Atlanta,14.949999809265137
24987,Wired Headphones,1.0,11.989999771118164,2019-08-19 13:18:00,"527 Forest St, San Francisco, CA 94016",2019,8,19,34,San Francisco,11.989999771118164
24999,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 16:09:00,"169 Cedar St, Boston, MA 02215",2019,8,19,34,Boston,14.949999809265137
25050,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 15:09:00,"518 Hill St, Boston, MA 02215",2019,8,19,34,Boston,3.839999914169312
25056,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 00:56:00,"720 11th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,3.839999914169312
25059,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 11:23:00,"988 Adams St, Portland, OR 97035",2019,8,19,34,Portland,11.949999809265137
25087,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 12:08:00,"833 Cherry St, Atlanta, GA 30301",2019,8,19,34,Atlanta,14.949999809265137
25092,27in 4K Gaming Monitor,1.0,389.989990234375,2019-08-19 18:57:00,"244 Center St, Atlanta, GA 30301",2019,8,19,34,Atlanta,389.989990234375
25156,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 09:23:00,"415 Madison St, Boston, MA 02215",2019,8,19,34,Boston,3.839999914169312
25169,Apple Airpods Headphones,1.0,150.0,2019-08-19 20:10:00,"988 Forest St, San Francisco, CA 94016",2019,8,19,34,San Francisco,150.0
25174,LG Washing Machine,1.0,600.0,2019-08-19 11:41:00,"137 Johnson St, Austin, TX 73301",2019,8,19,34,Austin,600.0
25175,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 11:12:00,"864 Maple St, San Francisco, CA 94016",2019,8,19,34,San Francisco,2.990000009536743
25183,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 10:13:00,"736 Maple St, San Francisco, CA 94016",2019,8,19,34,San Francisco,14.949999809265137
25217,Macbook Pro Laptop,1.0,1700.0,2019-08-19 12:34:00,"294 Pine St, San Francisco, CA 94016",2019,8,19,34,San Francisco,1700.0
25225,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 18:49:00,"137 9th St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,14.949999809265137
25282,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 09:10:00,"248 10th St, Atlanta, GA 30301",2019,8,19,34,Atlanta,14.949999809265137
25304,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 23:01:00,"730 10th St, Boston, MA 02215",2019,8,19,34,Boston,99.98999786376952
25352,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 11:14:00,"358 Highland St, Atlanta, GA 30301",2019,8,19,34,Atlanta,14.949999809265137
25392,Macbook Pro Laptop,1.0,1700.0,2019-08-19 07:52:00,"33 Walnut St, Seattle, WA 98101",2019,8,19,34,Seattle,1700.0
25393,27in FHD Monitor,2.0,149.99000549316406,2019-08-19 23:17:00,"664 Jackson St, San Francisco, CA 94016",2019,8,19,34,San Francisco,299.9800109863281
25411,Apple Airpods Headphones,1.0,150.0,2019-08-19 15:45:00,"238 7th St, New York City, NY 10001",2019,8,19,34,New York City,150.0
25437,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 20:07:00,"810 Willow St, New York City, NY 10001",2019,8,19,34,New York City,99.98999786376952
25507,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 17:07:00,"27 Hill St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,11.949999809265137
25516,Lightning Charging Cable,1.0,14.949999809265137,2019-08-19 13:44:00,"680 Johnson St, Boston, MA 02215",2019,8,19,34,Boston,14.949999809265137
25552,20in Monitor,1.0,109.98999786376952,2019-08-19 20:22:00,"972 Meadow St, San Francisco, CA 94016",2019,8,19,34,San Francisco,109.98999786376952
25595,AA Batteries (4-pack),3.0,2.990000009536743,2019-08-19 19:44:00,"795 Cherry St, Dallas, TX 75001",2019,8,19,34,Dallas,8.97000002861023
25632,27in 4K Gaming Monitor,1.0,389.989990234375,2019-08-19 22:27:00,"574 Lincoln St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,389.989990234375
25697,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 16:50:00,"330 Meadow St, San Francisco, CA 94016",2019,8,19,34,San Francisco,2.990000009536743
25719,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 08:15:00,"51 14th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,3.839999914169312
25755,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 15:11:00,"390 11th St, New York City, NY 10001",2019,8,19,34,New York City,2.990000009536743
25756,Apple Airpods Headphones,1.0,150.0,2019-08-19 15:11:00,"390 11th St, New York City, NY 10001",2019,8,19,34,New York City,150.0
25761,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 17:58:00,"369 Pine St, New York City, NY 10001",2019,8,19,34,New York City,3.839999914169312
25784,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 06:36:00,"442 2nd St, New York City, NY 10001",2019,8,19,34,New York City,99.98999786376952
25876,USB-C Charging Cable,1.0,11.949999809265137,2019-08-19 19:27:00,"600 River St, San Francisco, CA 94016",2019,8,19,34,San Francisco,11.949999809265137
25923,Bose SoundSport Headphones,1.0,99.98999786376952,2019-08-19 16:29:00,"893 11th St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,99.98999786376952
25973,Apple Airpods Headphones,1.0,150.0,2019-08-19 09:40:00,"740 Adams St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,150.0
25993,ThinkPad Laptop,1.0,999.989990234375,2019-08-19 13:48:00,"880 Walnut St, Los Angeles, CA 90001",2019,8,19,34,Los Angeles,999.989990234375
26081,34in Ultrawide Monitor,1.0,379.989990234375,2019-08-19 07:39:00,"151 Willow St, New York City, NY 10001",2019,8,19,34,New York City,379.989990234375
26114,Wired Headphones,2.0,11.989999771118164,2019-08-19 19:48:00,"742 7th St, San Francisco, CA 94016",2019,8,19,34,San Francisco,23.979999542236328
26141,Flatscreen TV,1.0,300.0,2019-08-19 14:34:00,"913 1st St, Seattle, WA 98101",2019,8,19,34,Seattle,300.0
26153,Apple Airpods Headphones,1.0,150.0,2019-08-19 13:32:00,"449 Elm St, Seattle, WA 98101",2019,8,19,34,Seattle,150.0
26162,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 15:45:00,"415 Elm St, New York City, NY 10001",2019,8,19,34,New York City,3.839999914169312
26180,AA Batteries (4-pack),1.0,3.839999914169312,2019-08-19 16:22:00,"713 Ridge St, Atlanta, GA 30301",2019,8,19,34,Atlanta,3.839999914169312
26274,AA Batteries (4-pack),1.0,2.990000009536743,2019-08-19 22:02:00,"730 Sunset St, Dallas, TX 75001",2019,8,19,34,Dallas,2.990000009536743
26449,AA Batteries (4-pack),1.0,2.990000009536743,2019-09-19 16:43:00,"394 Madison St, San Francisco, CA 94016",2019,9,19,38,San Francisco,2.990000009536743
26486,AA Batteries (4-pack),1.0,3.839999914169312,2019-09-19 01:13:00,"565 Sunset St, Dallas, TX 75001",2019,9,19,38,Dallas,3.839999914169312
26488,AA Batteries (4-pack),2.0,2.990000009536743,2019-09-19 18:35:00,"353 Madison St, San Francisco, CA 94016",2019,9,19,38,San Francisco,5.980000019073486
26587,AA Batteries (4-pack),1.0,3.839999914169312,2019-09-19 13:30:00,"187 8th St, New York City, NY 10001",2019,9,19,38,New York City,3.839999914169312
26608,AA Batteries (4-pack),3.0,2.990000009536743,2019-09-19 07:55:00,"552 Hickory St, San Francisco, CA 94016",2019,9,19,38,San Francisco,8.97000002861023
26675,Lightning Charging Cable,1.0,14.949999809265137,2019-09-19 16:27:00,"675 Lincoln St, Boston, MA 02215",2019,9,19,38,Boston,14.949999809265137
26713,Bose SoundSport Headphones,1.0,99.98999786376952,2019-09-19 17:27:00,"716 Wilson St, San Francisco, CA 94016",2019,9,19,38,San Francisco,99.98999786376952
26731,AA Batteries (4-pack),2.0,3.839999914169312,2019-09-19 12:06:00,"426 5th St, Austin, TX 73301",2019,9,19,38,Austin,7.679999828338624
